CHO,STAR,TOTSUG,FREE_SUGAR,ADDED_SUGAR,GLUC,FRUCT,SUCR,MALT,LACT,GALACT,OLIGO,PROT,FAT,KCALS,ALCO,WATER,AOACFIB,ENGFIB,SATFAC,MONOFACc,POLYFACc,TOTn3PFAC,TOTn6PFAC,FACTRANS,MG,ZN,MN,FE,SE,VITD,CAFF,totalVeg,totalFruit,starch_fraction,sugar_fraction,free_sugar_fraction,rapid_glucose_equiv,intrinsic_sugar,protein_cho_ratio,fat_sugar_ratio,protein_sugar_ratio,glycaemic_brake,n6_n3_ratio,baseline_glucose_mmol,past_4h_glucose_trend,past_1h_glucose_mean,past_1h_glucose_sd,mean_glucose_24h,sd_glucose_24h,mage_24h,conga1_24h,conga2_24h,modd_24h,glucose_at_t_minus_15,glucose_at_t_minus_30,past_3h_cho,past_3h_sugar,past_3h_fat,past_3h_prot,time_since_last_meal_min,hour_of_day,sex,n_total_meals,n_days_tracked,mean_daily_kcal,mean_daily_cho,cho_x_baseline_glucose,cho_x_mage,cho_x_time_since_last_meal,cho_x_fibre,cho_x_fat,cho_x_protein,cho_x_hour_of_day,glucose_trend_x_hour_of_day,mage_x_baseline_glucose
-0.60541,-0.3088886,-0.029492825,0.6059789,3.0822291,-0.8283805,3.1981318,0.15529552,6.7829432,-0.83942163,-0.09494793,-1.4922463,-5.9674406,0.41122544,-1.8032337,0.0,0.59618354,-1.0837612,1.7375308,1.219795,3.4347544,2.482454,-0.4366776,0.20841913,-7.665406,1.2754298,0.95743704,-3.6397421,-0.54464096,0.8531668,-0.45243168,-0.5994177,1.1896737,-0.1706196,-1.8284807,0.026729763,0.5532229,-1.3813697,-4.5032544,-2.4446032,-0.29287767,-1.4333212,-3.0109909,-0.5659658,-27.823177,-2.6588578,-1.4618493,-5.34577,1.9223652,-3.162209,-4.7829475,1.4644264,-6.0333514,-1.0045729,0.70503235,-1.1355431,1.5280294,-2.3477004,-0.9615781,-2.800484,2.7337747,6.4946837,-0.2137419,-4.1173124,2.0095425,-1.3032451,0.09200812,-1.7081733,-1.4301834,-1.3254243,0.3784974,2.9595375,0.06339603,-0.24984848,1.4663724,5.1391478
-0.9465033,-0.6217846,-0.8110402,-0.44321162,0.6180044,0.8939006,-0.08802892,-1.1499933,-1.8963615,-0.64800256,-0.1325821,0.30472487,1.5037991,-0.035813186,0.8944973,0.0,-1.2386997,-1.0467873,0.54689115,-0.36272892,-0.40539154,-1.6206019,1.0614792,-0.47825947,-0.70657456,-0.027365861,2.985492,-1.7366203,-1.101071,-4.211214,0.25892952,0.018826736,-0.07401852,-0.23537216,-2.3162622,-2.1078374,1.5552568,-1.1406283,0.20196344,5.481994,-0.105657525,-0.13934836,2.140511,-0.6440777,-3.8146763,2.894166,0.52382237,-4.396748,4.1628923,0.016137894,-3.0246136,-2.0776207,-6.0625653,0.07670817,-0.5755085,0.18826738,-1.8634136,0.36537862,-1.3853216,0.4754843,-2.5617516,-1.4482931,0.01695712,-5.4820805,2.0716875,-1.4606978,-1.0230108,2.391558,-5.121032,-0.62217057,0.027286706,-0.9511708,0.17099224,-2.962144,-0.52529687,1.8401837
-0.22265153,0.017435607,-0.22850959,0.79323184,-2.5660267,-0.65905523,0.29026115,-5.633305,-0.7731631,-0.8921479,-0.059740733,-0.24156065,1.6528518,0.0713295,0.09387333,0.0,0.4176133,0.09861061,0.6269796,-0.13851598,-1.054756,-3.3939576,0.97859174,-0.5243134,-1.0306293,0.3070116,0.06616998,-1.044967,0.08425513,-4.4825425,-0.06026176,-1.0290761,-0.013459528,-0.07715399,-1.636775,-1.1371049,-5.895409,-2.4175787,-1.4611992,4.3058,0.44651812,0.0954425,5.6880436,0.19127068,-7.9418674,-2.9345925,-0.9739176,-8.528156,-0.74706537,-1.0015771,-6.420121,-0.106451325,-6.886528,0.9936698,-0.9181346,-1.7331265,-2.2458167,-0.098319404,0.8799202,-0.22465046,2.4456942,-2.5439746,-0.22004625,-3.0715442,1.6543365,-1.1878895,-0.13654393,-0.033348694,-1.046738,-0.7372648,0.060388386,-1.3711964,0.45516255,3.2871318,1.3433844,4.2958546
1.9293656,-0.895427,-0.18443745,-0.13500519,0.31371883,0.55185044,0.14828342,-3.8393703,-0.9082417,1.1121328,-0.30619332,-0.58563733,-3.5270102,-0.60774523,5.2102103,0.0,-0.21976522,4.202378,-0.82433915,-3.6517146,-0.3141467,-0.9330934,0.3248,0.28127348,1.2246267,-6.5931396,-2.5126297,-1.3167747,6.1234856,-0.16266559,2.028644,1.1341728,0.34150055,-0.38973156,-0.034535967,-0.2550735,0.6803748,-3.770472,2.948499,-6.199039,0.4051739,-0.41567525,-5.490106,0.29273114,-30.772388,-6.464525,0.8351966,-6.6899376,-1.165327,0.05007147,-4.4799976,3.112754,-2.9572668,4.0333104,-2.944534,-1.5044342,-0.28946424,0.5522861,-0.123843536,0.17784137,2.7138703,2.1074176,0.034357578,-4.141215,0.60091317,-0.82520044,1.4913172,-2.154777,5.066642,5.3421702,0.19765946,1.1744965,1.2175779,-1.3439654,-3.5470948,3.175975
-0.51755124,-0.16043897,0.044066936,-0.13292989,2.7305603,-0.7911539,0.45923662,-1.1942605,-0.94254965,-0.9061507,-0.045591243,0.5328767,0.90738803,0.2056162,0.13235754,0.0,-2.1781254,-0.5115279,0.7360671,-1.3849173,0.70856047,1.535797,0.94820076,0.77368724,-0.5057599,1.7715552,2.8053691,1.4861287,2.0046291,3.055135,0.12338682,-0.048771333,-0.031180488,-1.6243341,0.6889905,2.1597836,0.70756996,-1.2424778,1.5245148,6.1528616,0.30897138,-0.21430388,3.5812724,-0.5118301,10.462369,-4.3112636,0.31069311,-4.422193,7.757277,0.351433,-5.5351734,4.5480404,-4.9339247,1.3051846,-0.5969286,0.36304843,-0.77512,0.61917853,-1.1779306,0.09302127,-2.1044047,-0.8651216,0.01695712,-5.889453,2.4196,-0.14308295,0.13943218,-0.21488862,0.7252222,-3.3558578,0.024598608,-0.90167737,0.4556607,-1.6687944,1.8028007,5.085618
0.23734131,-0.09013811,0.27533826,-0.30392253,1.0544341,-0.4113354,-1.402347,-7.0217166,-0.19961032,-1.0315735,-0.16359754,0.77032757,-3.0613928,0.14237578,1.8857203,0.0,-2.1186497,-1.0529802,0.6311793,-0.37186807,-0.41075554,2.8631725,-0.370219,-0.8227444,1.0958313,-1.6460779,-0.72969913,0.0545674,-2.3141842,-1.9047469,-1.0335182,-0.11134311,0.017112518,-0.116025545,0.3139706,0.8190758,0.6900749,1.2966648,1.3425127,-0.01855252,-0.45133856,0.680634,-1.886182,0.0016173385,-26.05625,-4.3586674,-0.27158383,-6.8220787,-1.1838828,-1.0916387,-3.6926575,0.7388794,-3.5496957,3.5520275,0.9536329,-1.8771974,0.05100435,0.39947566,0.15745185,-0.16713563,0.9376916,-1.5385661,-0.19111024,-3.806368,1.9390799,-1.3371549,1.913481,-0.81365263,0.060693517,0.21315606,0.14849813,2.155234,-0.81921583,3.2042162,-3.93095,1.5194197
1.4605811,-0.22029603,-0.16463086,0.4061325,-0.100206956,-0.60869396,-2.9526587,-0.0017770366,-0.44751558,1.6864297,2.8971999,0.33285275,-4.358585,0.285479,-1.4999093,0.0,0.8986917,1.8956681,0.6606922,0.94285905,0.9025157,2.705434,-1.6273463,8.578703,0.8303781,-0.37439635,-0.5215776,-0.8767967,1.0345672,1.598043,-1.0034461,-0.38965562,1.1234407,-0.15111056,-0.40891638,-1.2581307,-0.071990564,-2.3221564,-2.7584853,-1.9399244,-1.5592713,0.10324159,-2.9168482,-0.3366399,-28.205568,1.3778588,-3.1500785,-0.98394704,-1.7865388,-1.1911746,-6.411001,0.66724455,-3.9721835,1.9914347,-0.8664799,-1.6815575,3.5549564,-1.8131841,0.18744794,-4.1181555,1.6151389,-0.74909383,-1.3724064,-5.578436,2.4848375,-2.1892867,0.5976844,-0.5191727,-1.449041,-0.025911193,0.29501367,2.7373908,-0.9986571,2.943199,0.09192921,0.76994383
1.9870411,0.006709667,0.12869787,0.31082696,-0.2867627,-0.4673405,3.1041212,-7.384524,4.325351,0.78156674,-0.026410928,0.23230371,2.6823635,-0.018917356,-1.1878127,0.0,-2.662681,-1.7750797,0.44496578,-2.2261326,-0.0649932,1.0702147,0.84944874,1.8351727,-0.5665093,2.8442535,1.7520728,-1.69937,1.0773845,-0.793751,-0.23470391,-0.053160038,0.06009221,-0.13610639,-1.0108826,-2.7088294,0.578915,-2.549511,1.639287,5.9029303,-1.8868186,-0.064490475,1.0728647,0.09670383,-16.768164,2.8976507,-0.5801482,-5.2653327,1.2997007,-1.2912278,-4.3114324,3.5161638,-4.5781875,1.6261482,-1.0090939,-0.84236693,-1.112586,0.130282,-0.9023975,-0.30223233,1.3428098,4.3022366,-0.22004625,-4.592978,2.4674847,-1.2540072,1.3861113,-3.6601105,-1.159365,-0.056655355,0.02661883,1.6554581,-0.24830551,1.9723767,9.596921,4.0681143
-0.7534582,-0.47636545,-0.5720576,0.19304764,0.11623942,0.7938609,3.1031015,1.7329758,-1.5947931,0.52491564,-0.45051453,0.2892481,0.86468446,-0.017987892,0.44022462,0.0,0.77628136,-0.97468364,-0.11633468,0.2734421,2.3419473,0.932797,-0.81864935,0.08032485,0.11707254,1.5080442,1.3960551,-1.5969009,1.6762884,4.5282464,-1.5657966,6.4453015,-0.008895246,0.22638485,0.9301506,1.8344057,-0.029572506,1.9582772,-0.7431941,1.5366896,-0.29520318,-0.10434827,2.1393242,0.6293342,-26.160355,-2.623758,-0.17550746,5.8540406,6.0633864,-2.0539184,-8.004755,-0.171108,-5.0603976,-1.0836627,-0.945716,-0.098304175,-0.90108514,1.0764785,-0.85407054,0.4680156,-16.585468,-2.103814,0.016474925,-5.314037,3.2108967,-2.3090136,-1.0692871,-0.37548724,-1.9271532,-2.8755891,0.025421757,-0.84841627,0.30765483,-2.0570288,2.8775349,1.8223277
0.6075339,0.6357219,-0.18832889,-0.26842102,0.17092074,-0.9525552,-1.0584501,0.31535542,-0.57444483,0.8790796,-0.17875378,0.22155273,-1.9398426,0.19638896,-0.4663286,0.0,-1.8594137,-0.80016255,-0.59006596,-4.3440137,-0.06830269,3.7454903,0.5396633,-1.5331093,0.9703026,-4.900988,-2.6568182,-1.1494973,-0.9653224,2.0149746,-0.9697437,-0.86147475,-0.5163079,0.021394579,0.15370594,-1.1259904,-0.057869397,0.15919642,-1.6701429,0.30680034,-0.11985566,0.56045705,1.0360624,0.2797476,-24.664598,-3.5510285,-1.3536314,-5.2920365,2.8887315,-2.3688002,-5.4168954,2.7273133,-5.699788,1.5993614,-0.4001133,0.8955059,-0.83887243,0.5402286,-0.13629554,0.23663384,-0.1287717,-2.15979,0.25432554,-5.4105997,1.8661925,-0.02990807,1.7428933,-1.5007057,-1.0701305,-1.681007,0.63526547,2.9147444,-0.088154174,3.6491396,1.5063915,2.7128875
1.7786413,0.12469477,0.18758482,0.9990029,0.36165726,-2.4515238,-0.052015353,-9.614372,-0.18633105,0.83935964,-0.012809264,0.06447646,-1.7865827,1.556501,-1.3830786,0.0,-3.0849738,-0.90022683,-0.7676866,0.6970088,-2.6806614,1.8965609,-1.6978991,-1.8594477,1.2295183,3.0618548,-0.35542893,-0.69819266,-2.6703186,3.187232,-1.1699523,-1.1737856,-0.52789223,0.35199246,0.779193,1.4357668,0.69781005,-2.5561671,2.461136,0.006332442,-0.8242203,0.019098729,1.594124,-0.7072178,-23.193949,4.0871005,0.29819646,11.870879,4.5326576,-5.9267864,-4.507409,0.38156116,-8.794302,0.65750027,-2.4050596,-0.69207525,-1.0225255,-0.23796271,-0.33497912,-0.5719542,1.2402815,3.6507034,-0.21807975,-7.4566383,1.8590677,-1.1141837,1.4487205,-5.297441,1.4691124,-1.4734417,-0.2159447,3.7433677,-1.4129797,-6.8484473,1.8316499,3.8916209
0.56203085,-0.511969,0.24931851,-0.26270986,0.18854602,-1.2781922,1.2030528,-0.2623188,3.5983238,3.7513344,-0.20337425,1.194741,-3.2601943,0.108260244,-1.2806005,0.0,-0.12652914,-0.74439967,-0.34995154,1.6388849,1.3895636,2.9315898,-0.6128157,-0.67503834,1.0560969,-1.16504,-2.7691793,-1.5911834,0.9907415,6.0869155,-0.24374396,-0.84671974,-0.4879299,-0.14123465,0.8425504,-0.22257084,-0.22004855,0.81279254,-1.2049961,-3.7953804,-0.33356333,0.47520864,-0.99413085,-2.316949,-22.333786,-3.073541,-0.74275994,10.63186,1.7467908,-1.5425556,-6.2247353,1.8636963,-6.0766783,-1.0476848,-0.31825784,-0.13230944,-0.67785853,0.46146894,-0.2125829,0.40176287,-4.8472047,-1.7406754,0.27712443,-5.176806,3.4085915,-1.7129438,0.77924395,-2.59439,-1.5846308,3.424141,-0.30258322,3.3365514,-2.2612545,4.613666,2.8396227,1.7925335
0.7577171,0.041025106,0.23714367,-0.3962994,-0.013345525,-0.79469925,0.9221768,-0.031570215,9.474984,0.83344215,-0.1463085,0.39975905,-0.5268197,0.21188995,-0.15052709,0.0,-0.3576582,-1.1168414,0.58861136,-0.6786955,-0.7687924,-1.929254,0.9770719,-0.079907954,0.8146097,4.454394,2.4190886,-0.2609156,-0.8831622,2.147804,0.13397264,-0.37258407,1.3228453,-0.14232273,0.2764671,2.1863523,0.8130338,1.5782473,-1.5751848,0.24793261,-0.86078477,0.2566888,5.99226,-0.032304846,-25.205791,0.07225765,-1.0625705,-5.498057,2.017802,-2.0002193,-4.446063,2.883388,-5.583833,1.8207346,-1.1200105,1.0951442,-0.86872065,0.05909152,-0.52243656,-0.08425149,1.3627628,-2.1766672,-0.22004625,-3.8865476,2.3312976,-0.9755684,1.6568298,-1.9345882,-1.3856549,-0.013783072,0.15468061,3.436968,0.64888895,4.6680017,4.212289,1.5314544
0.2789575,0.3550622,-0.06112133,-0.3424956,0.3139571,-0.57236606,-2.2473512,-7.1299605,-0.3627614,-0.5293209,-0.2051581,-1.5038013,-3.2303634,-0.09197039,-0.08954607,0.0,0.30827162,-1.0863526,-0.60993344,1.4332194,-1.3399425,2.8188367,-0.03929916,-0.7660653,1.7300974,2.1882687,-2.014105,-0.193068,-2.3516269,3.037618,-0.26821384,-0.22520581,0.52139544,-0.12931085,-0.034256022,1.0692164,0.7230284,-3.2433307,-1.5745207,-1.1639265,-0.2793483,0.20265976,-1.5407754,0.6675656,-26.064411,-5.60676,0.686937,-2.0783896,3.354518,-1.9324642,-3.5177178,1.6994486,-3.5312548,0.14174229,2.6624138,-0.33074993,3.0178406,-1.8579682,1.6625772,1.7647221,0.8987745,4.7046733,-0.75564885,-3.6397848,2.0512505,-0.91469437,4.3104234,-0.79716843,-1.0139023,0.24675423,-0.6021213,1.9756994,0.026402375,2.5592582,-3.2708924,3.2639105
-0.88475376,-0.40724444,0.07329732,0.5898135,0.73504,-0.7808814,3.409012,-0.42004305,-0.8344014,0.20011717,-0.11433126,0.31799927,0.52674377,-0.13483043,0.23845217,0.0,-0.7838528,-0.5555947,0.680204,-1.3120877,0.37563998,3.8620458,0.8097486,0.7316949,-0.483041,1.5327669,3.151746,0.30831343,-3.353371,-0.07994179,-0.26190698,-0.038154867,0.15919344,0.17886074,-0.96876013,-0.8768173,2.2644572,0.7876831,0.20044792,6.2349443,-0.6553294,-1.4259939,5.8869753,-0.4057457,-8.375612,-6.234138,0.6912627,0.99930084,5.333754,-0.46104455,-2.4894316,-2.246179,-2.2110214,0.9699955,-1.9873233,0.21329671,-1.7045331,0.35879484,-0.58486325,0.36670557,1.7959079,10.082882,-0.24152547,-2.0206215,2.149886,-1.1182964,1.5409495,-0.052537255,-1.4076666,0.15334688,-0.020392606,-2.068503,0.5562225,2.7750733,-3.0147529,2.5797143
0.14227046,-0.31127638,0.20836186,-0.17553172,-1.1158952,-0.7157598,-1.2554504,-2.8491647,-1.2142404,0.1009866,-0.17701487,0.6819776,1.7105879,-0.0005063452,0.3696305,0.0,-1.7885257,-1.3029609,0.676302,-0.6014171,-0.41874522,-3.0873702,1.6838984,-0.12897393,-0.56789356,-1.4679044,-1.6759539,-1.0295072,1.5745994,-1.4830037,0.053500246,-0.53185266,-0.8089513,0.18475613,0.65760875,2.344614,2.1121364,-0.4546088,0.58868986,3.6601186,-0.7078886,0.11604877,3.942258,-0.056829058,-27.826641,-2.7382596,1.3501941,10.191873,2.7592587,-0.064358935,-3.4493744,0.40350902,-6.8162055,0.34097308,-0.7806021,0.115648985,3.1106262,-0.47130656,1.4134648,0.06602043,1.3350502,-0.7341818,-0.22788869,-2.2827883,2.3347733,-0.3402263,0.57916343,0.3695991,-1.8355111,-0.9987944,0.035787184,0.32444936,0.33124,-3.3533595,2.7949018,1.2663546
-1.841695,-0.7324498,-0.06392345,-0.048136763,-0.10485487,0.33854517,2.484872,-0.2339409,-1.7256247,0.7589653,-0.40703365,-1.5468282,-3.523616,0.77219474,-1.7423556,0.0,-2.4626315,-2.7297297,-0.027526733,-1.4614271,0.3833781,-2.1266923,0.9377187,0.3054724,1.0572039,1.8221772,-0.09849311,-0.7834877,1.951188,0.9273849,-1.4909308,-0.43859896,0.118031844,0.299985,0.74791163,-0.10064933,0.060602494,0.8755367,-0.48839444,-5.172256,-1.3500226,-1.224266,-3.5830038,2.2771044,-40.18705,2.580455,-1.9695193,-4.7437863,14.773344,-0.250029,-1.486454,3.8230636,-4.070134,1.8456933,0.6671623,0.48043197,-3.444164,-2.8339596,-0.004335249,-1.0564249,0.64767426,1.924941,-0.43978935,-3.4734259,1.9472595,-1.0859052,1.268221,0.012491163,-1.0237728,-3.9793303,0.025421757,4.248132,-0.047653314,-1.3661585,6.5371275,0.9223639
-0.42446896,1.0278529,0.0065375417,-0.45209816,0.2161927,-0.91523045,2.2240002,-1.453141,10.393362,-0.3082031,-0.21074153,0.5637823,-4.841229,0.5146204,-1.3386133,0.0,0.19424704,-0.85097945,1.0311133,-1.5663463,-0.24382745,-1.00241,0.49301696,0.4694788,0.5382365,4.268076,2.3141644,-0.18964529,-4.3712606,-1.2767009,0.21435076,-0.12704566,0.99090046,-0.032951985,-0.15210287,-0.7444442,-0.073248945,0.30860627,-3.0218624e-05,-0.063501924,2.2873306,-0.8927933,-3.1997106,0.32916838,5.346427,-4.694351,-3.2382333,11.226739,-17.445139,-5.6823096,-6.0172305,3.041751,1.368538,-3.2051616,0.9310085,0.27132717,-0.57427967,0.6316875,-0.8520716,0.5066836,-1.791206,0.1528538,0.250759,8.934255,1.8349159,-1.4517053,-3.4344754,-0.48732924,-1.7043442,-0.12076632,0.49205825,1.8998907,-0.77089036,1.2811472,-3.5387635,4.151158
0.74949443,1.2821163,-0.10591595,-0.0754814,0.09377054,-0.7521904,0.56786484,0.18497163,-0.5038667,0.84350646,-0.20940906,0.4832309,2.1194916,0.12519911,0.048324294,0.0,1.0586464,1.3980682,-0.8901808,1.5393157,-0.3389544,2.180164,-0.6335216,0.52574676,0.6366921,-3.3703856,-2.8748646,-1.9819798,-3.6185455,-0.218984,0.062728904,1.3158014,-0.45114514,0.36118302,-0.020034872,0.8876449,-0.2478917,0.759552,2.0386937,-0.009382695,-1.8914835,0.19786054,0.28745607,-0.19807297,-2.2067354,-5.376732,-0.6070652,-8.766956,-10.779741,-0.467427,8.533371,4.9730186,8.384875,-2.7653577,-2.5305462,0.89878386,1.92427,-0.33569708,1.6155756,-2.389394,1.4815067,-0.49807858,0.21372706,5.1003513,0.54073644,-1.9882643,-3.547803,-1.6897998,-0.7198328,-0.17687184,-0.12796345,1.0430611,-0.14900889,1.4605198,-14.36361,-0.18424217
2.1390302,1.8629749,1.3098485,-0.07243499,-0.025389228,-0.039887697,0.15452734,-2.0128112,-0.8101105,1.483919,-0.27970526,0.4823125,-1.5952919,0.08468246,0.90991783,0.0,-1.226516,-1.5524149,0.75499266,-1.2999151,-0.85839677,4.4426956,-0.55189025,0.8248887,0.6673336,-1.0808845,2.3964255,0.89477986,-0.12643799,6.9124246,-0.17000903,-0.098307125,-0.44531927,-0.0024189027,0.2876861,-1.7363832,-0.020560652,0.99293685,0.5642825,-6.170553,0.92075,-6.194424,-2.5336936,-1.2847681,52.194363,0.15080063,5.039834,0.49706396,12.052633,-0.971454,-2.9928658,0.86370015,10.807187,-0.38962683,0.9804304,0.29988286,-0.9324787,-0.23663178,-1.1103119,0.37371215,2.3022828,4.43261,0.14960614,4.1560397,-1.6110861,-0.8857833,-3.0312476,4.0880485,-1.6431124,0.022541106,-0.40429908,-0.38480064,0.73284316,0.9272318,4.0745387,2.6903074
0.95325077,2.4106314,-0.019362845,-0.2244555,0.86827695,14.72856,6.459705,0.54624695,3.9614942,-0.493861,-0.012574903,0.03747835,-4.013835,1.715433,-0.74966675,0.0,1.7822254,4.8123326,-0.51069164,-0.11124869,0.5167587,6.050096,-1.5220473,0.13659756,0.730428,-2.2235322,-1.9517877,0.24951334,-3.5582414,5.312423,1.1035823,-0.20956554,-0.5744325,0.25314224,0.80674744,1.3176988,0.37934533,-0.47556007,4.6375885,-0.17601757,-1.3298085,1.398139,-3.8252187,1.4131796,-2.2352576,6.000022,1.3547276,23.143839,-4.012131,0.32181257,-0.64313257,1.7381725,-3.7809732,-0.16023897,0.57200694,0.4492405,-0.8364837,0.6256371,-0.40435418,0.37287223,1.4569812,-0.6051549,0.38355613,9.923607,1.7446052,-0.8567428,-1.9952862,-0.58027834,2.3171332,-0.6686921,0.18911567,2.632707,-0.05921582,4.63514,3.846983,3.0949516
0.62969804,-0.15649411,0.09599848,-0.010280473,0.04173191,-0.6930122,-2.6090915,-1.8920317,0.11701958,1.6667924,-0.27726942,-1.1395885,-1.7048072,0.5941274,-0.39669815,0.0,-2.1291854,-1.1139896,-0.1411298,-1.2302477,-5.6911173,3.474321,-0.47495002,0.17684853,-0.7756286,-1.5733052,0.41859558,-3.4333677,-1.0309758,0.5006365,-0.1210994,-0.567436,0.41075188,-0.66249955,-0.063218735,0.37029508,0.036378417,-0.69483423,-0.4566367,-4.3028975,0.39797983,0.53771687,-1.0591193,-0.010910694,-30.021694,17.938879,-0.662624,-2.5722945,-3.5692267,0.12507655,-2.091593,2.3465524,-3.9061787,-0.39852628,-1.3281856,-1.326811,2.1247563,-0.3726342,0.71834975,0.7215676,1.1053523,2.9976385,-0.09278068,6.437271,-0.11324715,-0.52175575,-4.503957,-2.1577053,-1.4834778,-0.8949715,0.27945995,2.9243248,-0.86129737,3.2916186,0.5275428,-1.280044
0.7086789,0.059354737,0.0013388991,-0.07278001,-0.061994836,-1.0720553,-2.4861553,-1.8918489,-0.062267218,1.2309276,-0.28248534,-1.5307208,-2.4707718,0.775525,-0.2867935,0.0,-2.1038396,-1.1005032,-0.018458188,-1.0001632,-4.553823,2.7846675,-0.50833756,-0.08455005,0.8021986,-2.4588447,0.67600834,-0.9563992,0.42722583,1.3682842,-0.306784,-0.51645774,-0.4513771,-0.597898,-0.07982269,-1.8757809,0.026239917,-0.37329504,0.38307196,-4.855464,-0.19247727,0.11972827,-1.439221,0.42169836,-28.13618,-1.2251903,-0.8415534,-6.8752556,-2.305614,2.567608,-4.1552143,2.111223,-1.6646377,-3.3844862,0.8377396,-0.46644753,-0.77460325,0.7515522,-0.5540357,-0.044720456,-0.017943088,-1.7565919,0.3065844,11.763211,0.9982713,-0.6426561,-4.3335567,-2.1889777,-1.6956837,-2.3643768,-0.07071128,2.940232,-1.1318794,2.0532684,4.2998934,-0.7495215
0.4958584,0.7125405,-0.42122483,-0.24028027,0.62113404,-1.2376893,-0.7206886,-0.12147846,2.6431549,-0.19549644,0.037287157,-0.0034929998,-5.1205764,-0.31220177,-1.1316267,0.0,4.6398964,3.1005406,0.142575,-0.22208744,-1.1376412,-2.6831808,0.49701273,-0.020484932,0.057219848,-4.3898215,-1.537015,1.7769126,0.05704039,5.546159,-0.20802341,7.314635,-0.55696374,-0.7162903,0.80318105,0.3643225,0.75083363,-2.7805629,2.073791,-1.180114,-0.7171098,0.49018615,-3.7742922,0.22665401,-6.602066,0.25785768,0.73690856,14.651489,0.4233322,0.699118,-2.7529705,1.658826,-3.8926687,0.3388474,0.3599228,-0.028530108,-0.3365478,0.69394827,-0.59722126,1.023856,-8.008064,-1.9175136,0.06040525,10.563082,2.463355,-0.8234222,-2.4502387,-1.5359921,-1.1809067,4.2814593,-0.27085605,0.7294793,-0.46505064,4.3219943,5.0233507,2.219097
0.80523604,0.50674456,-0.3823825,-0.06416716,-0.36149755,-0.39967483,0.6651011,1.00855,2.4419124,1.7264353,-0.16033173,0.47163445,-3.5169606,0.007506177,-1.1746825,0.0,0.85733247,-0.799917,-1.5079716,1.2470176,-0.6929987,5.515983,-0.8435254,-0.4956438,1.2755548,2.5208452,-2.0670986,0.21984778,-2.894102,5.148947,-1.3125632,-0.09263208,-0.42468038,0.60129136,0.18475652,1.450868,-0.23915617,-0.67692643,2.0498457,-0.64349484,-0.41215062,0.38972574,-2.8160973,0.13704684,-4.703405,-2.812702,0.3426736,-6.9813237,3.6467164,0.6805961,-4.1466885,1.1789378,-4.7413397,0.6550873,-0.41124225,-0.158915,-2.19912,-1.4670064,2.4931018,-2.2376394,1.176257,0.843641,0.4444939,8.343073,1.5276601,-1.5650142,-2.884118,-2.0557168,-1.7730654,-0.20013951,-0.37055355,1.2617385,-1.2351977,2.7526739,3.6378217,1.2191163
0.47450772,0.0625236,0.4639123,-0.03186129,0.21774635,-2.0604239,-0.029211137,0.52866954,-1.0946589,1.5396328,-0.16534829,-0.080429986,1.0551472,-0.05591988,1.2975999,0.0,0.9873493,-0.467796,-0.40434045,0.29959026,-0.41365466,-2.3580775,0.35122472,-0.0035908632,0.7004665,0.8830229,0.9393681,-1.5230888,0.44411302,-1.0868859,-0.15252422,-0.11855208,0.010641774,0.20462333,0.3744562,1.348545,0.034320116,1.323442,3.8129773,-0.20008835,-2.790904,0.11057045,1.649298,0.3944071,-5.8180456,-4.814292,-0.69171506,-5.6160774,3.7566426,0.8292836,-2.7845032,1.4488546,-4.7333484,-0.20265573,-0.7280376,0.38033015,-1.1271582,0.79478526,-0.61343145,0.47213367,1.6818402,3.0959904,-0.039984595,10.380202,0.7333573,-1.0174166,-3.9859357,-0.8641439,-2.8214262,-0.0104115745,0.1550876,-0.8697357,0.1830173,2.2510018,5.021839,1.5120598
0.5181368,0.88238275,1.2866793,-0.09260002,0.19345015,-0.60200757,-0.49778962,-0.85398686,3.733607,2.018971,-0.17978671,-0.04681819,-4.002966,-0.8580776,-1.2282273,0.0,3.7536461,6.495488,-0.37087047,1.8341122,2.0776677,5.1307874,0.36841273,0.43176317,1.7068281,-1.6890719,-2.2485409,0.1552579,-2.7842765,5.7800922,0.17602882,8.46019,1.1834908,0.3781524,0.9251914,-0.06348106,0.021507481,-0.88070494,-2.2863243,-1.1038271,3.1612706,-0.22468533,-2.8880217,1.0294662,-5.950977,-5.328212,1.413838,21.133533,-5.3443794,1.7404085,-2.405914,1.6646739,0.30079985,0.92122924,1.0204988,0.57909656,-0.44827035,0.7165632,-0.7508732,0.06671908,0.110370755,-0.77042216,0.3011082,10.217778,1.9386535,-0.5595178,-1.692966,-1.3905046,1.4695019,3.8645644,-0.28847644,1.8694679,-0.27607477,4.365941,-2.7058067,0.731789
