CHO,STAR,TOTSUG,FREE_SUGAR,ADDED_SUGAR,GLUC,FRUCT,SUCR,MALT,LACT,GALACT,OLIGO,PROT,FAT,KCALS,KJ,ALCO,WATER,AOACFIB,ENGFIB,SATFAC,MONOFACc,POLYFACc,TOTn3PFAC,TOTn6PFAC,FACTRANS,MG,ZN,MN,FE,SE,VITD,CAFF,totalVeg,totalFruit,starch_fraction,sugar_fraction,free_sugar_fraction,rapid_glucose_equiv,intrinsic_sugar,fat_cho_ratio,protein_cho_ratio,fibre_cho_ratio,fat_sugar_ratio,protein_sugar_ratio,glycaemic_brake,n6_n3_ratio,baseline_glucose_mmol,past_4h_glucose_trend,past_1h_glucose_mean,past_1h_glucose_sd,past_1h_glucose_range,mean_glucose_24h,sd_glucose_24h,cv_glucose_24h,mage_24h,conga1_24h,conga2_24h,modd_24h,glucose_at_t_minus_15,glucose_at_t_minus_30,past_3h_kcal,past_3h_cho,past_3h_sugar,past_3h_fat,past_3h_prot,time_since_last_meal_min,time_since_last_sig_meal_min,hour_of_day,is_breakfast,is_lunch,is_dinner,is_snack,sex,n_total_meals,n_days_tracked,mean_daily_kcal,mean_daily_cho,cho_x_baseline_glucose,cho_x_mage,cho_x_time_since_last_meal,cho_x_fibre,cho_x_fat,cho_x_protein,cho_x_hour_of_day,glucose_trend_x_hour_of_day,mage_x_baseline_glucose,cv_x_hour_of_day
-0.4902118,-0.8497172,-1.41449,0.2917561,0.43914458,-0.83563375,-0.4244675,-1.3018361,5.9869757,-0.13486071,-0.11486405,0.27680972,1.0440125,-0.37785167,0.24061832,-0.5351904,0.24935932,-0.7439846,0.5470573,0.2610998,-0.27805468,-0.721971,-2.454643,0.7711712,-0.02892289,-1.031077,-0.6598593,0.706218,-0.2963263,0.31517288,-1.9614542,-0.3055029,-0.39318016,-0.24105008,-0.19836393,-0.70265555,-2.1924233,-0.0025976016,-0.8254876,-0.41660222,0.5508585,1.2733575,-0.5605321,-0.11218338,1.2847335,5.7223597,-0.3100989,19.956453,-7.353298,0.46196008,-4.708453,-5.456108,-24.013699,-4.1830187,0.40464264,-7.127859,-0.5074629,-3.5255072,1.6206747,-1.2189547,-3.4173288,0.34374875,0.5966513,0.4399437,0.6561971,-0.93303925,1.7144936,0.6065348,1.1633055,-0.045545403,-0.04937821,-0.2598663,-0.22522964,-0.029596804,-6.204277,-0.040540442,-2.62118,-2.0259943,-0.2168744,0.1611929,0.112346835,0.039907888,-0.6639766,0.0025634607,1.1210483,-2.3560743,2.5403407,0.2438153
-0.38930866,2.3214748,-0.78682256,-0.28879914,-0.15936878,-0.6382184,1.3551764,0.0829406,-1.5653487,1.2278837,-0.19242622,0.36797285,2.0128832,-0.9199642,0.6173921,-0.20189045,-0.013731613,0.117321864,0.07800697,-0.20280188,-0.7017275,0.7800007,0.81205696,-2.170828,-0.4717453,1.7383261,-1.5305268,1.180491,-1.0607793,0.8773342,-0.42650238,-0.060936186,-0.19417943,0.11932598,-0.28553438,0.07216091,-1.2959077,-0.39987144,1.0418379,0.56431043,0.31955183,0.46867964,0.69272935,-0.4218335,-0.00046987412,7.897277,0.22552511,8.775808,-2.0338483,-0.27262187,0.084775515,-3.350351,-21.586563,-8.553116,1.0323286,-7.882414,-2.4885254,-3.3554099,-1.5028583,0.65508956,-5.4434752,-0.23771839,-0.633506,0.111914754,-0.48679793,0.41990423,-2.614623,-2.564507,-1.3840591,0.117024705,-0.06991674,-0.19687808,-0.019561332,0.06305406,-5.6466637,-0.20540479,-2.789701,-2.02612,-0.9561557,-1.1858516,1.3921214,-0.07372491,-1.2763438,0.08926668,-1.1572379,0.081598364,4.0888186,-1.5264117
0.15614277,0.44533047,1.0865642,-0.22622871,0.9578874,2.1007123,3.1507976,1.0065492,5.897059,0.56827223,-0.04443585,0.26186484,-0.9900278,1.6676397,0.24483898,1.1127555,-0.010949789,0.8723423,-0.78446627,0.1859024,-1.6242721,-0.15172237,3.587425,1.1654264,-0.53169924,0.5893916,-0.18636155,0.5095557,2.8175907,-1.4217049,0.66390103,0.69483334,-0.2904034,0.10323538,-0.18508072,1.0368013,1.5039047,0.3787463,-0.8205045,-1.1009736,0.98156255,-0.30611554,-0.053552363,1.6927469,0.5113824,-2.3030796,5.8786807,23.96892,9.814194,1.2831326,7.60795,-2.2664254,-14.824473,-3.509212,-0.1514312,-5.9074855,1.4197786,-4.7672224,3.4317036,0.36017814,-4.337152,0.066672586,-0.4802766,0.02282833,-0.37881166,0.023942,-0.17193416,-0.5046792,0.61813927,-0.06869019,0.32866755,0.04399616,-0.092870876,-0.60190946,-4.913456,0.020321526,-2.1474516,-1.6294311,-0.41879526,-0.32087696,-0.47159955,2.781167,2.4351082,0.17734633,3.8459737,2.2130265,3.6442447,0.62796104
0.091849744,-0.43876287,0.6443331,-0.21254662,0.92599887,-0.10891258,0.24770094,-0.24344425,2.5783365,0.034902524,-0.52858233,-0.78878653,-2.0632083,0.17169392,0.16577071,0.34967,-0.019325089,0.17048502,1.7636738,-1.4784822,2.3531196,0.70326495,4.470364,-1.3870901,-0.547657,0.6663148,-2.26515,-0.670943,-1.4304523,-0.2935827,1.2432879,-0.13025962,1.9713465,0.088765204,2.8524542,-0.47333074,0.14881492,1.1487681,-1.1330856,1.6788167,1.8311293,2.0115933,-1.4140108,-0.40129375,0.08758767,1.283617,-0.48092523,-38.924007,-13.145496,-1.3554138,-2.7505727,-1.9120307,1.0619847,0.4673801,-0.76972985,-5.1385865,-0.5595875,-1.7918929,-1.1682813,1.7215455,1.2977481,0.38696456,-0.39835137,-0.6090091,-0.58173245,0.21316126,-0.89557296,-2.5388005,4.121424,-0.069483146,0.27619448,-0.25463912,0.46080673,-0.07923523,3.8385024,-3.2353208,-0.703435,0.009450018,-1.1905031,1.2200075,0.41745442,-0.3193781,-0.338902,-1.25376,1.1795243,-9.669124,0.7039732,-0.9941786
-0.15342002,-0.41248322,-0.7810003,-0.16151428,-0.0961704,-0.31476206,2.6673486,-1.0838075,2.0317748,-0.26428905,-0.4248588,0.18171453,-1.4806122,0.12797767,-0.29821318,-0.67806494,-0.016531175,-1.4852855,0.16556282,-1.6229566,-3.1544101,-1.4812013,1.3850659,-0.7666888,-0.30236825,0.41188997,-2.1480005,-1.932037,-2.92447,-2.883366,1.1149608,0.47303703,-0.3339774,0.5320126,-0.07572288,-0.36877725,0.57415324,0.11313915,-0.22564392,-1.0028751,-0.83494395,-2.5725935,0.5285883,-0.1970021,-1.1028403,-2.824174,-0.2950603,-25.637417,0.8377287,-2.1762955,-1.9786122,-4.1224365,7.846008,0.22528431,-0.73484415,-4.366646,0.5277782,-2.9935095,-2.6504862,-2.357297,-0.67163014,0.34069097,0.5168301,-0.64122605,1.0402732,0.3251226,-0.42503202,0.4543881,-1.6812025,0.42118067,-0.040842384,-0.09579567,0.16964404,0.24209091,4.8746977,-2.164592,0.90460235,0.23897892,-0.6995311,-1.4375546,-0.7346056,-0.107583806,1.7224076,-0.09763387,-3.1774716,3.2428555,-0.14957774,-0.11709474
0.34715515,-0.69512296,0.25219342,0.4228948,-1.1851091,1.240188,1.590797,-0.7804161,-0.88356805,-0.1784639,-0.016696077,-0.24176383,1.8256105,0.8950083,0.7833571,-0.12228353,-0.021833327,0.91415733,1.436386,0.1802615,-1.4608736,-0.29046154,-1.2834564,1.2667463,0.006628639,0.2796102,0.57040817,-0.37351483,1.9817231,0.8005102,-0.36261263,0.14127031,-0.14991677,0.21782811,-0.03229144,-0.6630691,-2.341939,-0.2290084,-2.1752942,-0.2367898,-0.7137818,4.909825,-0.010041863,-0.81249523,0.87739265,1.909598,0.11166588,-13.88226,3.4968956,-0.7916373,-1.1691641,-3.1431787,13.560693,0.6054838,1.0339746,-1.9959579,1.1414244,-3.330034,-0.07606673,-1.0013995,-1.1755149,-0.013164694,-0.6490092,0.044596504,-0.56139183,0.4243772,-0.39316198,-0.19102356,-2.2538018,-0.046063263,1.4156297,-0.42967516,0.51664364,0.098075815,8.853335,-1.7434715,0.8407445,1.6676389,-0.40567207,1.555774,1.0840734,0.13633242,-0.8656637,0.70209116,-4.3433423,4.1492767,1.0728163,-1.1356362
0.7238608,-0.42049208,-0.7114098,0.29798648,0.3341235,3.7618434,3.405218,-0.6673904,2.1944573,2.2304394,0.13626091,0.44175282,-0.8007933,2.1610427,1.2664689,-0.35607064,-0.0147778345,2.8606749,-1.001675,-0.43199787,0.3764251,1.2668839,8.335958,-1.8822575,10.346232,2.7890558,1.5842302,-0.6763073,-1.4267101,1.6998957,5.0586085,0.451303,0.08560567,0.17540944,-0.18081321,-0.10396362,4.072167,-0.02291815,1.1799405,-0.4482098,0.10287129,-2.3823323,-2.048201,0.5016342,0.16538781,-1.5763359,0.64178765,15.008776,3.2471807,-0.021841045,2.5414855,23.845215,20.46599,0.72555983,1.0221313,-0.78147763,0.6107206,-0.6953423,-0.53426605,-0.2228659,0.4570558,0.04682917,-0.40968454,0.21241608,-0.7719164,0.565061,0.51524156,1.9542253,0.5625743,-0.03178378,0.29868641,1.7900352,0.054546658,0.13399021,6.40416,-1.0137655,2.4787297,1.0979102,-1.3293025,1.7130699,-0.26268345,0.03524939,0.6416295,-0.18279153,2.0661688,2.1981783,3.3002524,0.12381141
-0.06210665,0.012020285,0.16741991,-0.9762873,-0.93835765,2.3857446,1.5757508,-1.6377581,-1.2525716,0.4034088,-0.28681862,-0.25420234,1.2762029,-1.055072,-0.57011825,-0.38935485,-0.018059412,-0.33850327,-1.1425152,0.08705898,-1.9475247,-0.4062189,-2.4477198,-0.29483983,-0.19205666,0.3988679,-0.79821545,0.21886876,0.033258,-0.597801,1.0458406,-0.36052033,-0.33455807,0.21468502,0.0065415544,-0.5626007,-0.48571756,0.14267588,-3.586662,-1.1743779,1.7082057,2.9761057,-1.2295483,-0.4050957,-0.5995465,-2.1978183,-0.19787979,5.8417163,3.0246625,-2.8866806,-2.530702,-3.8327878,14.956572,0.5721422,0.21406016,-1.4303354,0.19331022,-2.3318439,-0.014693928,-1.312562,-0.9878469,0.13934599,-0.3189834,-0.0067263097,-0.6805279,0.33774218,-0.664653,-0.77557266,1.7560788,-0.037652392,-0.059267752,-0.39361984,-0.52458286,0.020633217,6.129325,-1.7127969,1.7565511,1.9328654,0.25572452,-2.580467,-0.73596525,0.26378125,-1.3711102,0.09238041,1.0423517,1.3578926,0.24319549,-0.264435
-0.8211228,-2.4914746,-1.4558132,-0.16528298,-0.435796,1.8463341,0.031622738,1.0207515,-3.7304344,0.354095,-0.6111604,-0.10310842,0.26506817,-1.1601826,-0.32109836,0.07203141,-0.023504896,0.22844654,0.74096197,0.7092645,1.3078634,-0.624051,-1.9820718,0.3191181,0.26736218,-1.2829475,-0.91787064,-0.5432865,-0.97438395,1.5754023,-3.034632,-0.79345304,3.1258376,0.24959454,-0.7596888,-1.1707376,-5.834803,-0.3725108,2.0774505,-2.769666,-1.3242334,-4.2722006,-0.8856921,0.45155308,-0.54438114,-3.7204845,-1.3535752,-37.110428,-1.3500009,-3.30029,2.9257386,-1.94694,21.48754,-0.0315392,1.5679222,-4.8981743,1.0358297,-1.2947801,1.82068,-1.950908,-2.5321572,0.28154206,-0.48452935,0.14011553,-0.7329257,0.10033579,-12.056556,-1.0591986,-2.4442065,-0.10462594,-0.062417682,-0.31642914,-0.0102306,0.0038639805,2.14201,-3.9774919,2.7449915,-0.16328274,0.009722994,-3.362626,-0.04646503,-0.05590047,-1.7425388,-1.9213318,-3.9924448,-3.6234083,-1.2563438,-1.3624291
-0.24302295,1.108848,0.34051427,0.12686715,0.028787188,-1.3935678,1.4150201,-3.0569026,-1.2812736,-0.096710406,-0.57892716,-0.09564822,-1.2495899,0.46786782,0.29603982,0.04633308,-0.012855373,0.7674876,5.706644,0.19601476,3.209892,0.45866325,-2.0288446,0.40644008,0.71425176,-2.452927,-3.1835556,-1.4648207,0.6957722,-2.0405204,1.4934765,-0.2457089,-0.18406206,1.7212968,-0.095962904,0.91460836,0.5885488,0.025291815,0.25344175,1.8521769,2.3255591,-2.586787,0.7707065,0.7564079,-0.63146377,-0.86930126,-0.99596983,-26.358114,3.3293877,0.97575784,9.107949,1.9457245,21.446804,1.0491593,2.1454794,-3.247298,1.8141518,-0.4765845,4.0958624,-0.013756771,0.22309937,0.19597566,-0.23700199,0.49694806,0.25607082,0.20857257,0.6462604,1.9694458,2.2128687,-0.14470103,0.7372286,-0.40368378,0.16752693,-0.10415558,9.374897,-2.3908727,1.3708168,0.34632045,0.29662052,1.1484667,-2.4007483,0.10469208,-1.0838978,-0.47620055,5.850378,3.9770956,0.7397685,-1.1890047
-0.23738645,0.41124114,0.96877784,-0.4287825,0.74366766,-0.16849117,-0.62115014,0.61617565,-1.3970987,-1.0320538,-0.18460509,0.17226833,1.5219194,-0.025880594,-0.10880452,0.2017809,-0.038434,1.2672651,-0.80666685,-0.24326548,-2.2660668,-0.6291596,0.5507824,-0.39593738,-0.367646,1.917238,-1.794022,0.27338502,-0.5980078,3.2598498,-0.16021915,-0.803523,-0.19173135,0.09410132,0.52555346,0.4871131,1.4581349,-0.34612688,0.7462307,-3.133737,-0.79441524,-0.5839361,0.070179395,-0.18532997,0.6824725,-0.14562348,-3.2151775,36.487835,0.10417047,2.017521,0.4980254,20.822935,-6.9312944,-1.4543056,1.4802103,8.749281,0.33404198,12.767001,-1.0177114,-2.5595827,-1.2452248,0.5923725,3.4258313,-2.330514,0.77711713,-1.7062981,4.1047945,6.1028175,-0.85357285,-0.061441597,0.8726331,-0.0995187,-0.2562346,-0.57081765,-5.266225,1.1020072,-0.9005039,-0.33918664,3.7006493,-2.1108692,0.046288755,0.11534962,-1.3610566,0.06710596,-0.40789345,-0.25135806,-1.1457461,-3.3161523
-0.48494932,-1.5146036,-0.84628505,1.0232286,-1.7567276,-2.0056508,-1.0459365,-2.9902706,-0.930852,-1.1787525,0.19199158,0.37901783,0.57662493,0.44965532,-0.07094578,-1.2577673,-0.03207293,-0.094729036,-0.23913012,0.52949435,-1.2958916,-0.9259436,-0.23815668,1.097563,0.54527795,-1.077442,0.6156933,0.33860487,-1.8085665,-0.008386038,-2.3771036,0.3067938,3.1095304,-0.27566782,1.9770229,-0.5800774,-2.5602353,0.7178755,-1.7408603,1.3908155,0.92003936,1.6942334,-0.4123135,-1.0643284,0.122855365,0.27576542,0.42926142,15.80907,20.745932,2.5594773,-1.5977892,-2.2567313,-23.062548,-1.2753718,-0.5331969,6.811074,-6.5223274,8.343601,-0.81862986,-2.7668319,-3.8223658,0.5280544,3.0408566,0.8904663,1.1895733,-2.105154,1.5848914,1.9809085,-5.692772,-0.06139231,-0.2644918,-0.07312853,0.16167763,-0.34635222,-3.0691586,1.6809801,-4.0895314,-0.8495119,-1.0642868,0.14735554,-1.649803,-1.3652544,-0.997925,0.31605095,0.74187124,2.8649428,-1.9555037,-0.28573197
0.054704737,1.2722706,0.48898154,0.66433185,0.9594963,0.06970565,1.5413275,0.6331216,-0.12250572,-0.71601075,0.00866015,-0.7117449,-1.4069514,1.5484622,0.7816321,0.02876284,-0.016021118,0.93720984,0.6380695,1.0071926,-0.872289,0.33324307,1.4102131,-0.056702636,-0.20698683,1.6719528,-0.35927236,-2.0492146,0.50518167,-1.38829,0.4641619,0.27241933,-0.050262664,0.34156388,-0.29769886,0.28110436,0.5613086,1.1994007,-0.069430664,-2.234283,5.761346,-0.8772181,3.1076043,-0.7551671,0.8494117,-0.63023937,-0.50162107,35.786594,-2.6320875,0.4874116,-0.23328517,21.8567,-14.17586,-0.9438044,0.8673077,9.067867,-1.9489107,7.0550265,0.29073116,1.0243701,1.0793891,0.23196495,-0.49609405,0.28772154,-0.41223663,-0.033501673,-0.021707436,4.482403,3.6487541,-0.059867162,-0.034511253,0.7331694,-0.06249795,-0.31109276,-2.2310169,3.485003,-0.9259251,0.7750332,-0.71992344,0.7527529,1.100608,-0.1641456,1.9508206,0.2849397,2.7392118,-4.3933907,3.5277982,2.8677154
-0.311699,0.6196375,-0.07784061,-0.23628478,0.9923295,0.024821877,0.7658258,-0.695446,3.0242214,-0.12377107,-0.01964398,-1.3864924,-1.3391463,0.24985997,-0.3940459,-0.092369154,-0.026724562,-0.35778606,-0.78537846,-0.6828261,-1.0813648,0.64808595,-0.49618867,1.2827812,-0.39032158,0.44172806,-2.907016,-0.2563924,-0.02615001,-2.6604102,0.27088675,-1.5311567,1.4613614,0.15931556,1.9318566,0.40991455,0.85320574,0.58276814,-0.7435923,3.6241393,-1.1693789,-1.8303404,-0.81247896,-0.21581465,1.0935731,-4.4957137,0.9832213,9.115178,-8.735621,0.8919694,-4.125373,-3.587106,-14.215523,-1.4147081,-2.844066,5.593496,-4.3118005,7.412379,-1.1378987,-0.5381034,0.0585199,-0.03039222,-0.45249933,0.076564744,-0.39601943,0.82490605,3.1059644,-6.5831327,-1.795375,0.20525862,-0.15295686,0.09433286,-0.08335425,-0.3920363,-3.531927,3.8564353,-2.2438562,-0.5770544,-0.930453,2.476466,-0.15660414,-0.20519397,1.2358124,-0.4370264,1.7973462,-2.0076303,-2.0073981,0.75344306
0.2728027,0.8309792,0.04052608,1.5317392,-0.10027714,1.9519616,6.480873,-1.8663495,1.79584,-0.48061424,0.07432428,-1.2463121,-2.1613622,0.75323915,-0.6310895,0.48769477,-0.024374826,1.4460862,-0.15272823,-0.5444047,-0.1734139,0.9044331,-0.7489454,-1.1298857,-0.43580273,1.2325406,0.19977869,-0.3880603,0.6056878,-1.2979386,4.2279882,0.5019466,-0.14922918,0.5609416,3.241096,0.5062957,0.26291847,0.73628896,-0.9069083,4.8516126,-1.2541776,0.03465766,-0.5586048,-0.15539154,-0.026804475,-3.3719296,0.26095912,11.468494,3.1200304,0.6273414,-4.025447,-3.2905416,-12.14359,-1.1264695,-2.1018639,12.644817,-4.781088,9.09109,-1.439108,1.0421495,0.5337785,0.38409194,-0.22332987,0.43915015,-0.36277667,0.3629601,-1.1985841,2.4513612,-0.83768404,-0.058303222,0.85842204,-0.069818035,0.0423926,-0.044546686,-3.3063703,5.474694,-2.9528782,-0.39489767,-1.8518567,9.619049,-2.0139072,0.022879828,1.2773502,-1.1837084,2.6133723,3.3499846,0.5839429,0.47367573
-0.31689483,0.44525817,1.2071447,0.1115609,1.4046196,-1.6572553,-1.379814,0.555415,-0.39674255,-1.0377084,-0.013565396,0.23089717,-1.1574415,2.075528,0.9629952,0.05109828,-0.017352043,-0.11147612,-0.68450284,-0.33381432,0.20881902,0.43460223,1.9653027,-0.9387664,0.26049042,0.35609564,-0.2694755,-3.3854468,0.86998767,-2.4609668,1.6998789,-0.18029323,-0.3701342,-1.0281284,-0.01930214,-0.28073847,-0.8953915,0.26746005,0.043598898,-0.33811617,1.957465,-2.228545,0.8206888,-2.7059636,-0.5409794,-3.356488,-0.22859016,-5.848323,-11.024676,-2.5621736,-3.174754,-6.086199,-13.206663,-1.0050404,-1.0267676,3.0087075,-3.6094334,4.4751754,-2.5805247,-0.9673534,-1.5804969,-0.69609404,-0.7405409,0.29401344,-0.65831625,-0.42275518,0.89383656,0.8163667,1.253259,-0.066093154,-0.013012883,0.72067845,-0.08633639,0.055211958,-5.375015,2.8783863,-1.767262,-0.009125265,-0.80632,-0.18714203,0.26973373,-0.55779845,1.6980059,-1.805417,1.8829281,-8.667046,-1.0110828,0.26450044
-0.62930125,-1.4960608,0.23694764,-0.19173403,-0.1705461,-1.5677683,-1.0003649,0.028317476,-0.18899709,-0.67516786,-0.2676961,-1.5180902,0.3304593,-0.15323775,-0.62366223,-0.14598073,0.11477306,-1.2690029,-0.14060374,0.21265775,-0.17877589,-0.36568096,-1.7788877,0.6167177,0.25483692,-1.3495827,-0.49034908,-0.70152956,0.017310204,1.1384014,-1.3905911,-0.4466877,-0.39934215,-0.21846278,-0.5888848,-1.2198002,-1.1685253,-0.38578588,-0.005133991,-1.733616,0.46406293,-2.0505197,-0.9078286,-0.7604974,-0.2665053,0.00503028,-0.5688365,-7.16882,-12.067907,-3.9467976,-3.9028697,-7.3644366,-13.487918,-0.7776926,-1.4700688,1.4006153,-3.4752622,7.2359624,-3.1283104,-0.7794733,-1.6412026,-1.8889412,0.095288694,0.09854906,0.23292194,3.268465,0.53625774,-0.11395803,1.7368598,-0.11705831,-0.032005996,-0.19734102,0.046745628,-0.030153291,-8.789714,0.7390829,-1.7264919,-0.47334367,1.4622986,-2.1018138,-0.8142735,0.09058619,-1.3564856,-0.2278325,-2.5071032,-6.8064117,-1.2445542,1.201543
-0.40050426,0.17787224,1.3298304,0.54082984,1.1068356,0.58726954,0.61406493,-0.9396753,2.310872,-0.0468052,-0.14365765,0.53468764,-0.66889334,0.17612521,0.75132346,0.06800947,0.06559776,-1.6714401,-0.84122634,-1.1508496,-0.015577059,0.33996138,2.5413013,-0.7346829,-0.30226997,0.5758972,-1.793716,0.39360267,-1.0309796,1.01133,0.9142538,-0.5566465,-0.15974312,0.08073719,3.00495,-0.10923379,1.4095925,0.4271031,-0.75044537,-0.14207944,-0.6324474,-0.7263241,0.9166568,-0.6852341,-0.35886106,0.67279357,0.5787655,-18.113604,-8.384813,-1.5691526,-3.6900089,-3.0350735,-10.541537,0.6983539,0.30609223,-1.9080172,1.1712466,-1.3857472,-0.12981714,-1.1308112,-1.0950682,-0.06266651,-0.51124805,-0.3302155,-0.41351396,-0.34938088,0.347634,1.1639531,-0.5768873,0.22017744,-0.24109781,-0.12384114,-0.18169534,-0.19050704,-6.3585887,2.530871,-1.4458233,0.31847093,-0.91543573,0.40656093,2.926425,-0.084055506,-0.8470928,0.12945615,-0.3902156,-3.265689,0.49485463,0.15944214
0.16007373,-0.78288656,0.13216753,-0.46461755,1.1854753,0.65057313,1.3553649,2.7414975,5.808062,-0.40434286,-0.08627654,0.38846084,0.8952363,0.020742847,0.7235417,-0.100312985,1.015953,2.5698516,0.8853415,0.63892823,0.9584013,-0.30837592,-1.0981222,0.122659035,0.10078347,-0.7025637,1.471614,1.1608309,1.0162841,3.0817304,-0.34748265,-0.46357033,-0.21319932,-0.1181516,-0.43050578,-0.88229656,1.143818,0.03566244,-0.75565934,0.8727769,3.085087,3.3424308,0.51702714,0.9988802,0.8309665,5.337404,-0.55098224,-19.985254,-6.967942,-2.220504,-1.5961473,-3.591627,-6.3954735,2.055643,2.1503975,-1.8215901,3.111773,-2.4494362,-0.8229484,-0.13171677,-2.0653353,1.7278812,1.9645069,1.7427355,1.0281328,1.2392142,1.995113,0.80604416,-0.19179165,-0.06144899,-0.034707885,-0.16570471,0.018270237,0.0059541026,-5.160503,8.728564,0.3994036,0.8399922,-0.35558966,0.3922571,0.23377089,-0.10444352,-0.6237695,0.625757,0.1203553,-2.814174,1.7908262,1.5973834
-0.14153263,0.106345,-0.2956967,-0.2963797,-0.18361323,-0.7335058,0.3157792,0.4688118,2.2816818,-0.694226,-0.32260847,-0.104929425,-1.4277326,-0.16786584,0.46995035,-0.04751242,-0.026169803,0.3462637,-0.41822606,-0.04273536,-0.50827664,-0.82102704,-0.772064,-0.95741785,-0.51782864,0.16298142,1.7120947,1.2039343,-0.0014098538,-1.8407528,1.6644229,0.4941856,-0.2601678,0.058943905,-0.20274836,0.021709194,0.26389754,0.060345855,0.16215347,-0.108592235,-0.38265297,-1.4893208,-1.3309181,0.24988689,-0.6060534,-1.8804703,-0.41842014,-40.783768,-7.8734818,-0.15299241,-2.263239,2.409207,-6.6808524,1.6997687,0.10831192,-2.286749,0.3957214,-1.8050681,-1.5006834,0.35603485,2.299294,-0.605193,2.1485236,-0.12026264,0.7083584,0.71423084,-0.1980036,0.08929408,-0.43640968,-0.07775867,0.13890149,-0.22096337,-0.008903282,-0.013459803,-7.053128,5.062186,-0.60996866,-0.009174289,-0.59638953,-0.8213393,-0.060467687,-0.0013910551,-1.4403961,-0.09084289,-0.39948314,-2.839876,-0.366809,0.58916235
-0.6944056,-0.869808,-0.39793906,0.09406478,0.59229195,0.122444384,1.253183,0.52997625,3.820265,-0.6359749,-0.1391818,0.41559243,1.3802096,-0.45672196,-1.3028708,-0.0717612,0.42663485,2.4621768,-0.13334513,0.43908188,0.7298319,-0.030961597,-1.2441727,0.5275362,0.084830195,-1.6851025,1.6066984,-1.1534313,0.912058,-1.1378919,-0.20559718,-0.37665,-0.11774438,-0.08795111,-0.25290015,-0.15174061,-0.24390067,0.5507011,-1.5084445,0.7274509,0.3381465,3.5919669,-0.528188,-0.49502334,0.36028367,4.3216944,-0.86387444,-24.648603,-2.5951674,-2.5045643,-3.474871,-5.122146,-4.2882795,-0.79289,-0.7599209,-3.5039003,-0.5034224,-3.501439,-1.4047439,-0.69208896,-0.8867173,-0.67800266,0.5341341,-0.3526144,0.7667308,-1.519805,0.55357003,0.014678434,-0.121514134,-0.07692926,0.043013137,-0.21954226,0.026212906,-0.24928384,-9.291252,1.2323247,-0.6985562,0.15492076,-0.69005984,-4.1176033,-0.4212512,-0.43147966,-0.9866807,-1.1053272,-0.27055222,-1.7468789,-0.383249,-1.1564019
-0.10610965,-0.46496132,-0.5416474,-0.15056601,0.20091812,1.2623612,2.1044853,0.5164807,4.736916,-0.3758134,0.15810017,0.23472461,1.3827718,-0.6012056,0.18591903,-0.035054006,0.7348075,1.1769805,0.2381621,0.7536147,1.0039113,-0.34724036,-0.92222345,1.0666819,0.15989965,-1.447491,3.2793546,0.20201889,2.4349842,-0.362917,-0.11727071,-0.2937106,-0.16377938,0.08554924,-0.23847765,0.60781956,-2.7490304,0.1347805,-1.3313591,5.624944,-0.9656945,3.2721744,-0.23719427,-0.44188508,0.18273634,3.600547,-0.52392346,-5.163832,3.3627934,-2.5406716,-4.013548,-3.830874,-2.972683,-0.44655815,-1.0795507,-1.8526366,0.52383256,-3.3004963,-0.80685276,-1.1111455,-0.60339326,0.4215875,1.3206016,1.3128306,-0.36063617,1.2585106,0.78345275,-0.059442595,0.4759593,-0.059265625,-0.08722068,-0.20392285,0.3012822,-0.2367239,-7.552503,3.8512585,-0.7605677,0.13375646,-0.22661215,-1.8953754,0.5227645,-0.05705704,-1.404941,0.6144583,-1.5490557,3.5923002,1.0974512,-0.94210523
-0.08644201,-1.0212125,-1.0907708,-0.543248,0.24511632,-1.5503017,-0.39236116,-0.3085476,3.5865278,-1.6760863,0.0526589,-1.2696078,-0.60086787,0.0023405678,-0.37736967,0.67620856,-0.0241804,-1.074481,-1.4078017,0.36925107,-2.0084147,0.83679575,0.6129572,-1.1010159,-0.5934097,-0.2608426,-1.4158591,-1.6672182,-2.0871587,-4.8720574,-0.86583,0.56665283,-0.5077204,0.6415689,-0.29838225,0.013057452,-0.2544444,-0.25069693,-0.27235225,-0.8623887,-0.034957368,-5.330473,-1.6114694,-0.22506917,-0.5007044,-5.1883106,0.08631167,-8.804518,1.6819667,-2.6865475,-5.6335063,-5.277562,-4.4152856,-0.7786863,-1.4287655,-4.7226114,-1.1220891,-3.5545278,-1.9433706,0.09340381,-1.221207,-0.8730312,0.10911029,-0.7084523,-0.3593431,0.31199372,0.12706807,-1.4858704,-1.5739491,-0.15545537,0.22791705,-0.19505164,-0.066300854,-0.03788011,-7.6890297,3.8705535,-0.43250895,-0.24208431,-2.1731403,0.41498864,0.98276323,-0.31943935,0.87987113,-1.3824793,2.749548,0.41923374,-1.3684856,-1.4346097
